facture_id;devis_id;client_id;type_client;agence;date_facture;mois;exercice;date_echeance;delai_contractuel_j;montant_ht;taux_tva;montant_ttc;profil_paiement;date_paiement;statut_facture
FAC-00155;DEV-00366;CLI-0075;Syndic;Toulouse;2023-05-12;2023-05;2022-2023;2023-07-11;60;517.06;0.2;620.47;Litigieux;;En retard
FAC-00156;DEV-00368;CLI-0258;Professionnel;Bordeaux;2023-05-02;2023-05;2022-2023;2023-06-01;30;5174.9;0.2;6209.88;Standard;2023-06-01;Payée
FAC-00157;DEV-00369;CLI-0027;Particulier;Toulouse;2023-05-23;2023-05;2022-2023;2023-06-07;15;8898.65;0.2;10678.38;Bon payeur;2023-05-24;Payée
FAC-00158;DEV-00370;CLI-0258;Professionnel;Bordeaux;2023-06-26;2023-06;2022-2023;2023-07-26;30;5655.53;0.2;6786.64;Standard;2023-08-03;Payée
FAC-00159;DEV-00373;CLI-0197;Particulier;Bordeaux;2023-06-05;2023-06;2022-2023;2023-06-20;15;3476.87;0.1;3824.56;Bon payeur;2023-06-26;Payée
FAC-00160;DEV-00376;CLI-0238;Particulier;Bordeaux;2023-05-16;2023-05;2022-2023;2023-05-31;15;347.89;0.2;417.47;Lent;2023-07-15;Payée
FAC-00161;DEV-00379;CLI-0202;Particulier;Bordeaux;2023-06-02;2023-06;2022-2023;2023-06-17;15;9421.98;0.1;10364.18;Bon payeur;2023-06-18;Payée
FAC-00162;DEV-00382;CLI-0163;Particulier;Toulouse;2023-06-12;2023-06;2022-2023;2023-06-27;15;1803.21;0.2;2163.85;Standard;2023-07-24;Payée
FAC-00163;DEV-00384;CLI-0153;Particulier;Bordeaux;2023-05-16;2023-05;2022-2023;2023-05-31;15;1288.68;0.1;1417.55;Standard;2023-05-17;Payée
FAC-00164;DEV-00386;CLI-0162;Particulier;Bordeaux;2023-05-16;2023-05;2022-2023;2023-05-31;15;9318.99;0.2;11182.79;Standard;2023-06-07;Payée
FAC-00165;DEV-00387;CLI-0154;Particulier;Bordeaux;2023-05-19;2023-05;2022-2023;2023-06-03;15;639.78;0.2;767.74;Bon payeur;2023-05-20;Payée
FAC-00166;DEV-00388;CLI-0276;Professionnel;Bordeaux;2023-06-06;2023-06;2022-2023;2023-07-06;30;445.12;0.2;534.14;Litigieux;2023-09-30;Payée
FAC-00167;DEV-00389;CLI-0023;Particulier;Toulouse;2023-06-23;2023-06;2022-2023;2023-07-08;15;6934.73;0.1;7628.2;Bon payeur;2023-07-07;Payée
FAC-00168;DEV-00391;CLI-0088;Particulier;Toulouse;2023-05-26;2023-05;2022-2023;2023-06-10;15;236.76;0.2;284.11;Standard;2023-06-08;Payée
FAC-00169;DEV-00393;CLI-0205;Professionnel;Bordeaux;2023-06-19;2023-06;2022-2023;2023-07-19;30;503.04;0.2;603.65;Standard;2023-07-08;Payée
FAC-00170;DEV-00394;CLI-0167;Particulier;Toulouse;2023-05-17;2023-05;2022-2023;2023-06-01;15;3333.02;0.1;3666.32;Bon payeur;2023-05-18;Payée
FAC-00171;DEV-00397;CLI-0190;Particulier;Toulouse;2023-06-08;2023-06;2022-2023;2023-06-23;15;3257.64;0.2;3909.17;Standard;2023-06-09;Payée
FAC-00172;DEV-00399;CLI-0126;Particulier;Bordeaux;2023-06-07;2023-06;2022-2023;2023-06-22;15;3178.8;0.1;3496.68;Standard;2023-07-01;Payée
FAC-00173;DEV-00405;CLI-0275;Professionnel;Bordeaux;2023-05-24;2023-05;2022-2023;2023-06-23;30;20902.62;0.2;25083.14;Litigieux;2023-10-14;Payée
FAC-00174;DEV-00406;CLI-0270;Particulier;Bordeaux;2023-07-03;2023-07;2023-2024;2023-07-18;15;5392.59;0.1;5931.85;Bon payeur;2023-07-30;Payée
FAC-00175;DEV-00407;CLI-0169;Professionnel;Bordeaux;2023-06-12;2023-06;2022-2023;2023-07-12;30;1977.51;0.2;2373.01;Lent;2023-11-30;Payée
FAC-00176;DEV-00408;CLI-0104;Particulier;Toulouse;2023-06-16;2023-06;2022-2023;2023-07-01;15;6003.41;0.1;6603.75;Bon payeur;2023-06-19;Payée
FAC-00177;DEV-00409;CLI-0272;Professionnel;Toulouse;2023-06-01;2023-06;2022-2023;2023-07-01;30;687.44;0.2;824.93;Standard;2023-08-07;Payée
FAC-00178;DEV-00410;CLI-0045;Syndic;Bordeaux;2023-07-24;2023-07;2023-2024;2023-09-22;60;456.92;0.2;548.3;Lent;2024-02-22;Payée
FAC-00179;DEV-00414;CLI-0213;Professionnel;Bordeaux;2023-05-31;2023-05;2022-2023;2023-06-30;30;4222.96;0.2;5067.55;Lent;2023-06-01;Payée
FAC-00180;DEV-00415;CLI-0165;Particulier;Bordeaux;2023-06-22;2023-06;2022-2023;2023-07-07;15;420.01;0.1;462.01;Lent;2023-07-05;Payée
FAC-00181;DEV-00417;CLI-0176;Professionnel;Toulouse;2023-06-07;2023-06;2022-2023;2023-07-07;30;5984.3;0.2;7181.16;Bon payeur;2023-07-07;Payée
FAC-00182;DEV-00420;CLI-0085;Particulier;Toulouse;2023-07-03;2023-07;2023-2024;2023-07-18;15;774.38;0.1;851.82;Lent;2023-09-09;Payée
FAC-00183;DEV-00422;CLI-0133;Syndic;Bordeaux;2023-07-18;2023-07;2023-2024;2023-09-16;60;3062.22;0.2;3674.66;Lent;2023-09-22;Payée
FAC-00184;DEV-00425;CLI-0141;Particulier;Bordeaux;2023-06-08;2023-06;2022-2023;2023-06-23;15;6198.18;0.1;6818.0;Bon payeur;2023-07-14;Payée
FAC-00185;DEV-00430;CLI-0239;Particulier;Bordeaux;2023-07-03;2023-07;2023-2024;2023-07-18;15;1208.9;0.1;1329.79;Standard;2023-07-25;Payée
FAC-00186;DEV-00433;CLI-0050;Particulier;Toulouse;2023-06-28;2023-06;2022-2023;2023-07-13;15;1127.4;0.1;1240.14;Standard;2023-06-29;Payée
FAC-00187;DEV-00434;CLI-0142;Particulier;Bordeaux;2023-07-31;2023-07;2023-2024;2023-08-15;15;3908.86;0.1;4299.75;Standard;2023-08-05;Payée
FAC-00188;DEV-00435;CLI-0081;Particulier;Bordeaux;2023-06-14;2023-06;2022-2023;2023-06-29;15;3451.06;0.1;3796.17;Standard;2023-06-30;Payée
FAC-00189;DEV-00436;CLI-0068;Particulier;Bordeaux;2023-06-19;2023-06;2022-2023;2023-07-04;15;327.39;0.2;392.87;Bon payeur;2023-07-02;Payée
FAC-00190;DEV-00437;CLI-0120;Particulier;Toulouse;2023-06-12;2023-06;2022-2023;2023-06-27;15;664.27;0.1;730.7;Lent;2023-06-30;Payée
FAC-00191;DEV-00439;CLI-0159;Syndic;Bordeaux;2023-07-24;2023-07;2023-2024;2023-09-22;60;2523.36;0.2;3028.03;Lent;2023-11-07;Payée
FAC-00192;DEV-00440;CLI-0112;Particulier;Bordeaux;2023-06-27;2023-06;2022-2023;2023-07-12;15;366.84;0.2;440.21;Standard;2023-07-12;Payée
FAC-00193;DEV-00441;CLI-0109;Professionnel;Toulouse;2023-07-17;2023-07;2023-2024;2023-08-16;30;800.41;0.2;960.49;Standard;2023-07-28;Payée
FAC-00194;DEV-00445;CLI-0300;Professionnel;Toulouse;2023-06-20;2023-06;2022-2023;2023-07-20;30;575.49;0.2;690.59;Litigieux;2023-09-17;Payée
FAC-00195;DEV-00446;CLI-0247;Professionnel;Bordeaux;2023-07-24;2023-07;2023-2024;2023-08-23;30;7078.81;0.2;8494.57;Lent;2023-07-25;Payée
FAC-00196;DEV-00450;CLI-0225;Particulier;Toulouse;2023-06-12;2023-06;2022-2023;2023-06-27;15;1099.92;0.1;1209.91;Standard;2023-06-13;Payée
FAC-00197;DEV-00451;CLI-0184;Particulier;Toulouse;2023-06-27;2023-06;2022-2023;2023-07-12;15;6763.31;0.1;7439.64;Lent;2023-06-29;Payée
FAC-00198;DEV-00455;CLI-0240;Syndic;Bordeaux;2023-07-07;2023-07;2023-2024;2023-09-05;60;3935.86;0.2;4723.03;Standard;2023-09-23;Payée
FAC-00199;DEV-00456;CLI-0032;Particulier;Toulouse;2023-07-10;2023-07;2023-2024;2023-07-25;15;3014.14;0.2;3616.97;Standard;2023-08-01;Payée
FAC-00200;DEV-00466;CLI-0132;Particulier;Toulouse;2023-07-17;2023-07;2023-2024;2023-08-01;15;1354.45;0.1;1489.9;Bon payeur;2023-08-20;Payée
FAC-00201;DEV-00468;CLI-0253;Particulier;Bordeaux;2023-07-31;2023-07;2023-2024;2023-08-15;15;2928.27;0.1;3221.1;Bon payeur;2023-08-03;Payée
FAC-00202;DEV-00471;CLI-0027;Particulier;Toulouse;2023-07-03;2023-07;2023-2024;2023-07-18;15;3437.44;0.1;3781.18;Bon payeur;2023-07-04;Payée
FAC-00203;DEV-00474;CLI-0241;Particulier;Toulouse;2023-07-03;2023-07;2023-2024;2023-07-18;15;1419.59;0.1;1561.55;Bon payeur;2023-07-19;Payée
FAC-00204;DEV-00475;CLI-0060;Particulier;Toulouse;2023-08-07;2023-08;2023-2024;2023-08-22;15;1195.4;0.1;1314.94;Standard;2023-09-03;Payée
FAC-00205;DEV-00478;CLI-0239;Particulier;Bordeaux;2023-07-31;2023-07;2023-2024;2023-08-15;15;3126.13;0.1;3438.74;Standard;2023-08-08;Payée
FAC-00206;DEV-00479;CLI-0206;Syndic;Toulouse;2023-07-10;2023-07;2023-2024;2023-09-08;60;3998.27;0.2;4797.92;Bon payeur;2023-08-26;Payée
FAC-00207;DEV-00483;CLI-0001;Professionnel;Bordeaux;2023-07-12;2023-07;2023-2024;2023-08-11;30;5432.17;0.2;6518.6;Lent;2023-07-26;Payée
FAC-00208;DEV-00486;CLI-0125;Particulier;Toulouse;2023-08-03;2023-08;2023-2024;2023-08-18;15;4415.79;0.1;4857.37;Lent;2023-08-04;Payée
FAC-00209;DEV-00489;CLI-0289;Particulier;Bordeaux;2023-08-11;2023-08;2023-2024;2023-08-26;15;1223.96;0.1;1346.36;Lent;2023-12-13;Payée
FAC-00210;DEV-00490;CLI-0320;Particulier;Bordeaux;2023-08-08;2023-08;2023-2024;2023-08-23;15;288.28;0.2;345.94;Bon payeur;2023-08-13;Payée
FAC-00211;DEV-00491;CLI-0129;Professionnel;Toulouse;2023-08-11;2023-08;2023-2024;2023-09-10;30;716.76;0.2;860.11;Bon payeur;2023-09-02;Payée
FAC-00212;DEV-00492;CLI-0257;Professionnel;Toulouse;2023-07-28;2023-07;2023-2024;2023-08-27;30;17894.88;0.2;21473.86;Bon payeur;2023-08-27;Payée
FAC-00213;DEV-00496;CLI-0020;Particulier;Bordeaux;2023-08-17;2023-08;2023-2024;2023-09-01;15;14844.85;0.1;16329.34;Standard;2023-08-28;Payée
FAC-00214;DEV-00499;CLI-0263;Syndic;Bordeaux;2023-08-09;2023-08;2023-2024;2023-10-08;60;2492.86;0.2;2991.43;Standard;2023-11-05;Payée
FAC-00215;DEV-00500;CLI-0290;Particulier;Toulouse;2023-08-09;2023-08;2023-2024;2023-08-24;15;1042.77;0.1;1147.05;Bon payeur;2023-09-10;Payée
FAC-00216;DEV-00504;CLI-0081;Particulier;Bordeaux;2023-09-07;2023-09;2023-2024;2023-09-22;15;282.58;0.2;339.1;Standard;2023-09-27;Payée
FAC-00217;DEV-00505;CLI-0288;Particulier;Toulouse;2023-07-27;2023-07;2023-2024;2023-08-11;15;4000.3;0.1;4400.33;Bon payeur;2023-07-28;Payée
FAC-00218;DEV-00506;CLI-0200;Particulier;Bordeaux;2023-08-10;2023-08;2023-2024;2023-08-25;15;1511.21;0.2;1813.45;Standard;2023-08-11;Payée
FAC-00219;DEV-00507;CLI-0209;Particulier;Toulouse;2023-08-04;2023-08;2023-2024;2023-08-19;15;323.57;0.2;388.28;Standard;2023-08-20;Payée
FAC-00220;DEV-00509;CLI-0126;Particulier;Bordeaux;2023-08-21;2023-08;2023-2024;2023-09-05;15;307.84;0.2;369.41;Standard;2023-08-22;Payée
FAC-00221;DEV-00510;CLI-0026;Particulier;Bordeaux;2023-08-18;2023-08;2023-2024;2023-09-02;15;1469.52;0.2;1763.42;Standard;2023-09-05;Payée
FAC-00222;DEV-00513;CLI-0208;Particulier;Bordeaux;2023-08-07;2023-08;2023-2024;2023-08-22;15;204.36;0.2;245.23;Standard;2023-08-11;Payée
FAC-00223;DEV-00520;CLI-0062;Particulier;Toulouse;2023-08-28;2023-08;2023-2024;2023-09-12;15;8327.22;0.2;9992.66;Bon payeur;2023-08-29;Payée
FAC-00224;DEV-00522;CLI-0175;Particulier;Toulouse;2023-09-21;2023-09;2023-2024;2023-10-06;15;1722.78;0.2;2067.34;Bon payeur;2023-10-01;Payée
FAC-00225;DEV-00523;CLI-0165;Particulier;Bordeaux;2023-09-07;2023-09;2023-2024;2023-09-22;15;1207.76;0.1;1328.54;Lent;2023-09-08;Payée
FAC-00226;DEV-00525;CLI-0243;Professionnel;Bordeaux;2023-08-29;2023-08;2023-2024;2023-09-28;30;665.08;0.2;798.1;Bon payeur;2023-09-28;Payée
FAC-00227;DEV-00528;CLI-0169;Professionnel;Bordeaux;2023-08-21;2023-08;2023-2024;2023-09-20;30;959.32;0.2;1151.18;Lent;2023-11-03;Payée
FAC-00228;DEV-00532;CLI-0212;Professionnel;Bordeaux;2023-08-24;2023-08;2023-2024;2023-09-23;30;4997.74;0.2;5997.29;Standard;2023-09-04;Payée
FAC-00229;DEV-00535;CLI-0223;Particulier;Bordeaux;2023-08-17;2023-08;2023-2024;2023-09-01;15;10500.01;0.1;11550.01;Standard;2023-09-05;Payée
FAC-00230;DEV-00536;CLI-0222;Particulier;Bordeaux;2023-08-28;2023-08;2023-2024;2023-09-12;15;400.55;0.1;440.61;Bon payeur;2023-09-03;Payée
FAC-00231;DEV-00542;CLI-0092;Particulier;Toulouse;2023-09-22;2023-09;2023-2024;2023-10-07;15;1119.8;0.1;1231.78;Standard;2023-10-07;Payée
FAC-00232;DEV-00544;CLI-0176;Professionnel;Toulouse;2023-09-05;2023-09;2023-2024;2023-10-05;30;6312.86;0.2;7575.43;Bon payeur;2023-09-17;Payée
FAC-00233;DEV-00546;CLI-0118;Particulier;Toulouse;2023-09-13;2023-09;2023-2024;2023-09-28;15;12397.16;0.1;13636.88;Bon payeur;2023-09-23;Payée
FAC-00234;DEV-00550;CLI-0248;Particulier;Bordeaux;2023-08-28;2023-08;2023-2024;2023-09-12;15;621.81;0.2;746.17;Bon payeur;2023-09-04;Payée
FAC-00235;DEV-00551;CLI-0327;Professionnel;Toulouse;2023-09-13;2023-09;2023-2024;2023-10-13;30;2206.57;0.2;2647.88;Standard;2023-09-14;Payée
FAC-00236;DEV-00554;CLI-0034;Particulier;Toulouse;2023-09-08;2023-09;2023-2024;2023-09-23;15;1364.84;0.2;1637.81;Bon payeur;2023-09-26;Payée
FAC-00237;DEV-00555;CLI-0091;Particulier;Bordeaux;2023-09-27;2023-09;2023-2024;2023-10-12;15;9225.37;0.2;11070.44;Bon payeur;2023-09-28;Payée
FAC-00238;DEV-00559;CLI-0207;Particulier;Toulouse;2023-09-01;2023-09;2023-2024;2023-09-16;15;249.44;0.2;299.33;Litigieux;;En retard
FAC-00239;DEV-00561;CLI-0304;Professionnel;Toulouse;2023-10-02;2023-10;2023-2024;2023-11-01;30;744.42;0.2;893.3;Lent;2024-01-21;Payée
FAC-00240;DEV-00568;CLI-0159;Syndic;Bordeaux;2023-09-18;2023-09;2023-2024;2023-11-17;60;17516.6;0.2;21019.92;Lent;2023-12-21;Payée
FAC-00241;DEV-00569;CLI-0064;Professionnel;Toulouse;2023-09-01;2023-09;2023-2024;2023-10-01;30;807.4;0.2;968.88;Standard;2023-09-30;Payée
FAC-00242;DEV-00572;CLI-0129;Professionnel;Toulouse;2023-09-20;2023-09;2023-2024;2023-10-20;30;18191.16;0.2;21829.39;Bon payeur;2023-10-30;Payée
FAC-00243;DEV-00573;CLI-0248;Particulier;Bordeaux;2023-09-25;2023-09;2023-2024;2023-10-10;15;351.01;0.2;421.21;Bon payeur;2023-10-10;Payée
FAC-00244;DEV-00574;CLI-0183;Particulier;Bordeaux;2023-10-12;2023-10;2023-2024;2023-10-27;15;13394.09;0.1;14733.5;Bon payeur;2023-11-13;Payée
FAC-00245;DEV-00578;CLI-0055;Professionnel;Bordeaux;2023-10-10;2023-10;2023-2024;2023-11-09;30;683.83;0.2;820.6;Standard;2023-11-03;Payée
FAC-00246;DEV-00581;CLI-0174;Professionnel;Bordeaux;2023-09-22;2023-09;2023-2024;2023-10-22;30;796.69;0.2;956.03;Bon payeur;2023-09-30;Payée
FAC-00247;DEV-00583;CLI-0135;Professionnel;Bordeaux;2023-09-28;2023-09;2023-2024;2023-10-28;30;2618.7;0.2;3142.44;Litigieux;2024-03-29;Payée
FAC-00248;DEV-00587;CLI-0031;Professionnel;Bordeaux;2023-09-13;2023-09;2023-2024;2023-10-13;30;2468.07;0.2;2961.68;Standard;2023-10-11;Payée
FAC-00249;DEV-00588;CLI-0078;Collectivité;Toulouse;2023-10-17;2023-10;2023-2024;2023-12-01;45;3028.79;0.2;3634.55;Lent;2023-12-29;Payée
FAC-00250;DEV-00589;CLI-0137;Particulier;Bordeaux;2023-09-25;2023-09;2023-2024;2023-10-10;15;7776.25;0.1;8553.88;Standard;2023-10-14;Payée
FAC-00251;DEV-00590;CLI-0056;Particulier;Bordeaux;2023-10-02;2023-10;2023-2024;2023-10-17;15;1160.07;0.1;1276.08;Standard;2023-10-03;Payée
FAC-00252;DEV-00593;CLI-0303;Particulier;Bordeaux;2023-09-29;2023-09;2023-2024;2023-10-14;15;3074.66;0.2;3689.59;Standard;2023-10-13;Payée
FAC-00253;DEV-00599;CLI-0206;Syndic;Toulouse;2023-10-23;2023-10;2023-2024;2023-12-22;60;20090.92;0.2;24109.1;Bon payeur;2023-11-30;Payée
FAC-00254;DEV-00600;CLI-0015;Particulier;Bordeaux;2023-10-12;2023-10;2023-2024;2023-10-27;15;1485.02;0.2;1782.02;Bon payeur;2023-10-28;Payée
FAC-00255;DEV-00602;CLI-0298;Particulier;Toulouse;2023-11-06;2023-11;2023-2024;2023-11-21;15;271.13;0.2;325.36;Standard;2023-11-26;Payée
FAC-00256;DEV-00604;CLI-0116;Particulier;Bordeaux;2023-10-09;2023-10;2023-2024;2023-10-24;15;325.34;0.2;390.41;Bon payeur;2023-11-07;Payée
FAC-00257;DEV-00605;CLI-0033;Syndic;Bordeaux;2023-09-25;2023-09;2023-2024;2023-11-24;60;752.53;0.2;903.04;Litigieux;2024-03-29;Payée
FAC-00258;DEV-00607;CLI-0068;Particulier;Bordeaux;2023-10-17;2023-10;2023-2024;2023-11-01;15;262.8;0.2;315.36;Bon payeur;2023-10-22;Payée
FAC-00259;DEV-00611;CLI-0324;Particulier;Bordeaux;2023-10-02;2023-10;2023-2024;2023-10-17;15;142.47;0.1;156.72;Litigieux;2024-04-06;Payée
FAC-00260;DEV-00613;CLI-0254;Particulier;Toulouse;2023-10-19;2023-10;2023-2024;2023-11-03;15;2910.42;0.1;3201.46;Standard;2023-10-20;Payée
FAC-00261;DEV-00616;CLI-0200;Particulier;Bordeaux;2023-10-11;2023-10;2023-2024;2023-10-26;15;375.81;0.2;450.97;Standard;2023-10-21;Payée
FAC-00262;DEV-00618;CLI-0114;Particulier;Bordeaux;2023-11-09;2023-11;2023-2024;2023-11-24;15;1204.19;0.1;1324.61;Bon payeur;2023-12-02;Payée
FAC-00263;DEV-00620;CLI-0147;Particulier;Bordeaux;2023-10-10;2023-10;2023-2024;2023-10-25;15;1081.22;0.1;1189.34;Litigieux;2024-04-29;Payée
FAC-00264;DEV-00621;CLI-0253;Particulier;Bordeaux;2023-10-13;2023-10;2023-2024;2023-10-28;15;2568.02;0.1;2824.82;Bon payeur;2023-10-22;Payée
FAC-00265;DEV-00623;CLI-0220;Particulier;Bordeaux;2023-10-23;2023-10;2023-2024;2023-11-07;15;2556.03;0.1;2811.63;Standard;2023-11-11;Payée
FAC-00266;DEV-00624;CLI-0278;Particulier;Bordeaux;2023-11-07;2023-11;2023-2024;2023-11-22;15;245.21;0.2;294.25;Standard;2023-11-08;Payée
FAC-00267;DEV-00629;CLI-0121;Syndic;Toulouse;2023-10-27;2023-10;2023-2024;2023-12-26;60;6672.18;0.2;8006.62;Bon payeur;2023-12-27;Payée
FAC-00268;DEV-00631;CLI-0112;Particulier;Bordeaux;2023-10-10;2023-10;2023-2024;2023-10-25;15;2975.58;0.2;3570.7;Standard;2023-10-15;Payée
FAC-00269;DEV-00634;CLI-0133;Syndic;Bordeaux;2023-10-19;2023-10;2023-2024;2023-12-18;60;592.02;0.2;710.42;Lent;2024-02-19;Payée
FAC-00270;DEV-00636;CLI-0156;Particulier;Bordeaux;2023-11-17;2023-11;2023-2024;2023-12-02;15;5801.57;0.1;6381.73;Bon payeur;2023-11-25;Payée
FAC-00271;DEV-00637;CLI-0113;Professionnel;Bordeaux;2023-11-15;2023-11;2023-2024;2023-12-15;30;506.99;0.2;608.39;Lent;2023-12-22;Payée
FAC-00272;DEV-00644;CLI-0042;Particulier;Bordeaux;2023-11-15;2023-11;2023-2024;2023-11-30;15;801.51;0.1;881.66;Standard;2023-11-16;Payée
FAC-00273;DEV-00645;CLI-0212;Professionnel;Bordeaux;2023-11-01;2023-11;2023-2024;2023-12-01;30;17552.04;0.2;21062.45;Standard;2023-12-10;Payée
FAC-00274;DEV-00647;CLI-0090;Particulier;Bordeaux;2023-11-13;2023-11;2023-2024;2023-11-28;15;160.7;0.1;176.77;Bon payeur;2023-11-24;Payée
FAC-00275;DEV-00648;CLI-0070;Particulier;Toulouse;2023-11-22;2023-11;2023-2024;2023-12-07;15;3985.01;0.2;4782.01;Bon payeur;2023-11-23;Payée
FAC-00276;DEV-00650;CLI-0063;Particulier;Bordeaux;2023-11-16;2023-11;2023-2024;2023-12-01;15;1669.7;0.2;2003.64;Standard;2023-12-14;Payée
FAC-00277;DEV-00653;CLI-0186;Particulier;Bordeaux;2023-11-14;2023-11;2023-2024;2023-11-29;15;1223.06;0.1;1345.37;Bon payeur;2023-11-15;Payée
FAC-00278;DEV-00656;CLI-0329;Particulier;Bordeaux;2023-12-15;2023-12;2023-2024;2023-12-30;15;2481.46;0.1;2729.61;Standard;2024-02-10;Payée
FAC-00279;DEV-00664;CLI-0065;Particulier;Bordeaux;2023-12-04;2023-12;2023-2024;2023-12-19;15;335.45;0.2;402.54;Litigieux;;En retard
FAC-00280;DEV-00665;CLI-0098;Particulier;Bordeaux;2023-11-21;2023-11;2023-2024;2023-12-06;15;377.9;0.2;453.48;Bon payeur;2023-11-22;Payée
FAC-00281;DEV-00666;CLI-0230;Professionnel;Bordeaux;2023-12-06;2023-12;2023-2024;2024-01-05;30;2862.0;0.2;3434.4;Bon payeur;2023-12-29;Payée
FAC-00282;DEV-00667;CLI-0207;Particulier;Toulouse;2023-11-17;2023-11;2023-2024;2023-12-02;15;1584.18;0.2;1901.02;Litigieux;2023-11-18;Payée
FAC-00283;DEV-00668;CLI-0102;Particulier;Toulouse;2023-11-20;2023-11;2023-2024;2023-12-05;15;335.82;0.1;369.4;Bon payeur;2023-11-29;Payée
FAC-00284;DEV-00669;CLI-0243;Professionnel;Bordeaux;2023-12-04;2023-12;2023-2024;2024-01-03;30;5212.27;0.2;6254.72;Bon payeur;2023-12-15;Payée
FAC-00285;DEV-00670;CLI-0181;Professionnel;Toulouse;2023-11-20;2023-11;2023-2024;2023-12-20;30;5557.99;0.2;6669.59;Bon payeur;2024-01-07;Payée
FAC-00286;DEV-00676;CLI-0272;Professionnel;Toulouse;2023-12-07;2023-12;2023-2024;2024-01-06;30;371.95;0.2;446.34;Standard;2023-12-24;Payée
FAC-00287;DEV-00677;CLI-0342;Particulier;Toulouse;2023-12-25;2023-12;2023-2024;2024-01-09;15;413.78;0.2;496.54;Bon payeur;2024-01-11;Payée
FAC-00288;DEV-00679;CLI-0079;Particulier;Bordeaux;2023-12-25;2023-12;2023-2024;2024-01-09;15;1288.4;0.1;1417.24;Standard;2024-01-31;Payée
FAC-00289;DEV-00681;CLI-0274;Particulier;Bordeaux;2023-11-14;2023-11;2023-2024;2023-11-29;15;5563.15;0.1;6119.47;Bon payeur;2023-11-16;Payée
FAC-00290;DEV-00682;CLI-0261;Particulier;Toulouse;2023-11-06;2023-11;2023-2024;2023-11-21;15;4082.21;0.1;4490.43;Standard;2023-11-28;Payée
FAC-00291;DEV-00683;CLI-0364;Particulier;Bordeaux;2023-12-08;2023-12;2023-2024;2023-12-23;15;1344.69;0.1;1479.16;Standard;2024-01-01;Payée
FAC-00292;DEV-00685;CLI-0273;Particulier;Bordeaux;2023-12-04;2023-12;2023-2024;2023-12-19;15;165.95;0.1;182.55;Bon payeur;2023-12-20;Payée
FAC-00293;DEV-00687;CLI-0120;Particulier;Toulouse;2023-12-12;2023-12;2023-2024;2023-12-27;15;243.82;0.2;292.58;Lent;2023-12-13;Payée
FAC-00294;DEV-00688;CLI-0139;Particulier;Bordeaux;2023-12-06;2023-12;2023-2024;2023-12-21;15;273.83;0.2;328.6;Bon payeur;2024-01-06;Payée
FAC-00295;DEV-00691;CLI-0349;Particulier;Toulouse;2024-01-01;2024-01;2023-2024;2024-01-16;15;256.42;0.2;307.7;Standard;2024-01-17;Payée
FAC-00296;DEV-00692;CLI-0287;Particulier;Toulouse;2023-12-05;2023-12;2023-2024;2023-12-20;15;388.93;0.2;466.72;Standard;2023-12-22;Payée
FAC-00297;DEV-00694;CLI-0016;Particulier;Bordeaux;2023-12-12;2023-12;2023-2024;2023-12-27;15;3429.32;0.1;3772.25;Standard;2023-12-21;Payée
FAC-00298;DEV-00695;CLI-0331;Particulier;Bordeaux;2023-12-18;2023-12;2023-2024;2024-01-02;15;301.25;0.2;361.5;Standard;2024-01-06;Payée
FAC-00299;DEV-00696;CLI-0011;Particulier;Bordeaux;2023-12-04;2023-12;2023-2024;2023-12-19;15;4435.72;0.1;4879.29;Standard;2023-12-05;Payée
FAC-00300;DEV-00697;CLI-0023;Particulier;Toulouse;2023-12-27;2023-12;2023-2024;2024-01-11;15;4090.04;0.1;4499.04;Bon payeur;2023-12-28;Payée
FAC-00301;DEV-00698;CLI-0042;Particulier;Bordeaux;2023-12-28;2023-12;2023-2024;2024-01-12;15;281.4;0.2;337.68;Standard;2023-12-29;Payée
FAC-00302;DEV-00699;CLI-0255;Particulier;Bordeaux;2023-12-06;2023-12;2023-2024;2023-12-21;15;723.39;0.1;795.73;Lent;2023-12-17;Payée
FAC-00303;DEV-00704;CLI-0071;Particulier;Toulouse;2023-12-01;2023-12;2023-2024;2023-12-16;15;5220.54;0.1;5742.59;Bon payeur;2023-12-02;Payée
FAC-00304;DEV-00705;CLI-0368;Collectivité;Toulouse;2023-12-08;2023-12;2023-2024;2024-01-22;45;8319.18;0.2;9983.02;Standard;2024-02-09;Payée
FAC-00305;DEV-00706;CLI-0138;Particulier;Toulouse;2023-12-13;2023-12;2023-2024;2023-12-28;15;294.29;0.2;353.15;Standard;2023-12-21;Payée
FAC-00306;DEV-00709;CLI-0002;Particulier;Bordeaux;2023-12-19;2023-12;2023-2024;2024-01-03;15;1190.87;0.1;1309.96;Bon payeur;2024-01-01;Payée
FAC-00307;DEV-00711;CLI-0069;Professionnel;Toulouse;2024-01-24;2024-01;2023-2024;2024-02-23;30;3376.78;0.2;4052.14;Standard;2024-02-20;Payée
FAC-00308;DEV-00712;CLI-0223;Particulier;Bordeaux;2023-12-21;2023-12;2023-2024;2024-01-05;15;1790.22;0.2;2148.26;Standard;2023-12-31;Payée
FAC-00309;DEV-00715;CLI-0149;Particulier;Toulouse;2023-12-22;2023-12;2023-2024;2024-01-06;15;2667.66;0.1;2934.43;Bon payeur;2023-12-23;Payée
